('二团', '怀恋翻车鱼', '术士', '头部', '复仇骨帽', '16929', '+8 法术强度', '2020-22')
('三团', 'Fallenviva', '法师', '腰部', '燃魔腰带', '19136', '', '2020-22')
('三团', 'Fallenviva', '法师', '腿部', '灵风短裤', '16915', '', '2020-22')
('三团', 'Fallenviva', '法师', '脚', '灵风长靴', '16912', '加速略微提升', '2020-22')
('三团', 'Fallenviva', '法师', '腕部', '庄严护腕', '18497', '', '2020-22')
('三团', 'Fallenviva', '法师', '手', '淡血手套', '19929', '', '2020-22')
('三团', 'Fallenviva', '法师', '手指', '赞吉尔的徽记', '19893', '', '2020-22')
('三团', 'Fallenviva', '法师', '手指', '法术能量之戒', '19147', '', '2020-22')
('三团', 'Fallenviva', '法师', '饰品', '赞达拉英雄护符', '19950', '', '2020-22')
('三团', 'Fallenviva', '法师', '饰品', '石楠之环', '12930', '', '2020-22')
('三团', 'Fallenviva', '法师', '背部', '哈卡莱崇拜者披风', '22711', '', '2020-22')
('三团', 'Fallenviva', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('三团', 'Fallenviva', '法师', '主手武器', '血之召唤者', '19864', '', '2020-22')
('三团', 'Fallenviva', '法师', '副手', '冰雪之王宝典', '19310', '', '2020-22')
('三团', 'Fallenviva', '法师', '远程', '骨寒魔杖', '19108', '', '2020-22')
('三团', '描边师', '战士', '头部', '狮心头盔', '12640', '+8 力量', '2020-22')
('三团', '描边师', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('三团', '描边师', '战士', '肩部', '少校的板甲护肩', '23315', '+5 火焰抗性', '2020-22')
('三团', '描边师', '战士', '衬衣', '漂亮的蓝衬衣', '6384', '', '2020-22')
('三团', '描边师', '战士', '胸部', '苍白护甲', '14637', '+3 所有属性', '2020-22')
('三团', '描边师', '战士', '腰部', '冲击束带', '19137', '', '2020-22')
('三团', '描边师', '战士', '腿部', '骑士队长的板甲护腿', '23301', '+10 急速', '2020-22')
('三团', '描边师', '战士', '脚', '多彩长靴', '19387', '+7 敏捷', '2020-22')
('三团', '描边师', '战士', '腕部', '狂暴者护腕', '19578', '+9 力量', '2020-22')
('三团', '描边师', '战士', '手', '祭祀护手', '22714', '+7 力量', '2020-22')
('三团', '描边师', '战士', '手指', '屠龙大师之戒', '19384', '', '2020-22')
('三团', '描边师', '战士', '手指', '胡里奥指环', '19325', '', '2020-22')
('三团', '描边师', '战士', '饰品', '正义之手', '11815', '', '2020-22')
('三团', '描边师', '战士', '饰品', '钻石水瓶', '20130', '', '2020-22')
('三团', '描边师', '战士', '饰品', '黑手饰物', '13965', '', '2020-22')
('三团', '描边师', '战士', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-22')
('三团', '描边师', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('三团', '描边师', '战士', '主手武器', '放血者维斯卡格', '17075', '十字军', '2020-22')
('三团', '描边师', '战士', '副手', '残忍利刃', '18832', '十字军', '2020-22')
('三团', '描边师', '战士', '远程', '萨特强弓', '18323', '瞄准镜（+2 伤害）', '2020-22')
('三团', '描边师', '战士', '公会徽章', '骑士彩带', '15198', '', '2020-22')
('三团', '大自在天魔', '盗贼', '头部', '血牙头巾', '16908', '+14 攻击强度，+12 躲闪', '2020-22')
('三团', '大自在天魔', '盗贼', '头部', '夜幕杀手头巾', '16821', '+20 火焰抗性', '2020-22')
('三团', '大自在天魔', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('三团', '大自在天魔', '盗贼', '肩部', '夜幕杀手护肩', '16823', '+15 攻击强度', '2020-22')
('三团', '大自在天魔', '盗贼', '肩部', '血牙肩甲', '16832', '+15 攻击强度', '2020-22')
('三团', '大自在天魔', '盗贼', '衬衣', '优质布衬衣', '859', '', '2020-22')
('三团', '大自在天魔', '盗贼', '胸部', '血牙胸甲', '16905', '+4 所有属性', '2020-22')
('三团', '大自在天魔', '盗贼', '腰部', '血牙腰带', '16910', '', '2020-22')
('三团', '大自在天魔', '盗贼', '腰部', '夜幕杀手腰带', '16827', '', '2020-22')
('三团', '大自在天魔', '盗贼', '腿部', '血牙短裤', '16909', '+14 攻击强度，+12 躲闪', '2020-22')
('三团', '大自在天魔', '盗贼', '脚', '夜幕杀手长靴', '16824', '+7 敏捷', '2020-22')
('三团', '大自在天魔', '盗贼', '腕部', '夜幕杀手护腕', '16825', '+9 力量', '2020-22')
('三团', '大自在天魔', '盗贼', '手', '夜幕杀手手套', '16826', '+7 敏捷', '2020-22')
('三团', '大自在天魔', '盗贼', '手指', '胡里奥指环', '19325', '', '2020-22')
('三团', '大自在天魔', '盗贼', '手指', '屠龙大师之戒', '19384', '', '2020-22')
('三团', '大自在天魔', '盗贼', '饰品', '埃雷萨拉斯皇家徽记', '18465', '', '2020-22')
('三团', '大自在天魔', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-22')
('三团', '大自在天魔', '盗贼', '饰品', '闪耀徽章', '2802', '', '2020-22')
('三团', '大自在天魔', '盗贼', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-22')
('三团', '大自在天魔', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('三团', '大自在天魔', '盗贼', '主手武器', '多彩之剑', '19352', '十字军', '2020-22')
('三团', '大自在天魔', '盗贼', '副手', '玛拉达斯，黑龙军团的符文之剑', '19351', '十字军', '2020-22')
('三团', '大自在天魔', '盗贼', '远程', '速射强弓', '17069', '', '2020-22')
('三团', '大自在天魔', '盗贼', '公会徽章', '列兵战袍', '15196', '', '2020-22')
('三团', '猎烈风中', '猎人', '头部', '巨龙追猎者头盔', '16939', '+24 远程攻击强度，+10 耐力，+1% 命中几率', '2020-22')
('三团', '猎烈风中', '猎人', '头部', '毁灭王冠', '18817', '', '2020-22')
('三团', '猎烈风中', '猎人', '颈部', '普瑞斯托的阴谋饰物', '19377', '', '2020-22')
('三团', '猎烈风中', '猎人', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('三团', '猎烈风中', '猎人', '肩部', '巨龙追猎者肩甲', '16937', '+5 火焰抗性', '2020-22')
('三团', '猎烈风中', '猎人', '胸部', '巨龙追猎者胸甲', '16942', '+4 所有属性', '2020-22')
('三团', '猎烈风中', '猎人', '腰部', '巨龙追猎者腰带', '16936', '', '2020-22')
('三团', '猎烈风中', '猎人', '腰部', '巨人追猎者腰带', '16851', '', '2020-22')
('三团', '猎烈风中', '猎人', '腿部', '巨龙追猎者腿甲', '16938', '+24 远程攻击强度，+10 耐力，+1% 命中几率', '2020-22')
('三团', '猎烈风中', '猎人', '脚', '巨龙追猎者胫甲', '16941', '+7 敏捷', '2020-22')
('三团', '猎烈风中', '猎人', '腕部', '巨龙追猎者护腕', '16935', '+7 智力', '2020-22')
('三团', '猎烈风中', '猎人', '手', '巨龙追猎者护手', '16940', '+7 敏捷', '2020-22')
('三团', '猎烈风中', '猎人', '手', '巨人追猎者手套', '16852', '+7 敏捷', '2020-22')
('三团', '猎烈风中', '猎人', '手指', '胡里奥指环', '19325', '', '2020-22')
('三团', '猎烈风中', '猎人', '手指', '黄玉戒指', '11975', '', '2020-22')
('三团', '猎烈风中', '猎人', '手指', '迅击戒指', '18821', '', '2020-22')
('三团', '猎烈风中', '猎人', '手指', '黄玉戒指', '11975', '', '2020-22')
('三团', '猎烈风中', '猎人', '饰品', '魔暴龙眼', '19991', '', '2020-22')
('三团', '猎烈风中', '猎人', '饰品', '埃雷萨拉斯皇家徽记', '18473', '', '2020-22')
('三团', '猎烈风中', '猎人', '饰品', '黑手饰物', '13965', '', '2020-22')
('三团', '猎烈风中', '猎人', '饰品', '闪耀徽章', '2802', '', '2020-22')
('三团', '猎烈风中', '猎人', '背部', '环雾披风', '17102', '+3 敏捷', '2020-22')
('三团', '猎烈风中', '猎人', '背部', '奥妮克希亚鳞片披风', '15138', '+5 所有抗性', '2020-22')
('三团', '猎烈风中', '猎人', '主手武器', '哈卡莱战刃', '19865', '+15 敏捷', '2020-22')
('三团', '猎烈风中', '猎人', '副手', '残忍利刃', '18832', '+15 敏捷', '2020-22')
('三团', '猎烈风中', '猎人', '远程', '埃瑟利苏尔，惩戒之弩', '19361', '+30 远程爆击', '2020-22')
('三团', '猎烈风中', '猎人', '公会徽章', '骑士彩带', '15198', '', '2020-22')
('三团', '东西随便拿', '盗贼', '头部', '血牙头巾', '16908', '+14 攻击强度，+12 躲闪', '2020-22')
('三团', '东西随便拿', '盗贼', '颈部', '普瑞斯托的阴谋饰物', '19377', '', '2020-22')
('三团', '东西随便拿', '盗贼', '肩部', '血牙肩甲', '16832', '+15 攻击强度', '2020-22')
('三团', '东西随便拿', '盗贼', '衬衣', '红色亚麻衬衣', '2575', '', '2020-22')
('三团', '东西随便拿', '盗贼', '胸部', '血牙胸甲', '16905', '+4 所有属性', '2020-22')
('三团', '东西随便拿', '盗贼', '腰部', '血牙腰带', '16910', '', '2020-22')
('三团', '东西随便拿', '盗贼', '腿部', '血牙短裤', '16909', '+14 攻击强度，+12 躲闪', '2020-22')
('三团', '东西随便拿', '盗贼', '脚', '血牙长靴', '16906', '+7 敏捷', '2020-22')
('三团', '东西随便拿', '盗贼', '腕部', '血牙护腕', '16911', '+9 力量', '2020-22')
('三团', '东西随便拿', '盗贼', '手', '血牙手套', '16907', '+10 急速', '2020-22')
('三团', '东西随便拿', '盗贼', '手指', '胡里奥指环', '19325', '', '2020-22')
('三团', '东西随便拿', '盗贼', '手指', '源力之环', '19432', '', '2020-22')
('三团', '东西随便拿', '盗贼', '手指', '屠龙大师之戒', '19384', '', '2020-22')
('三团', '东西随便拿', '盗贼', '饰品', '正义之手', '11815', '', '2020-22')
('三团', '东西随便拿', '盗贼', '饰品', '龙牙饰物', '19406', '', '2020-22')
('三团', '东西随便拿', '盗贼', '背部', '火喉披风', '19398', '+3 敏捷', '2020-22')
('三团', '东西随便拿', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('三团', '东西随便拿', '盗贼', '主手武器', '多彩之剑', '19352', '十字军', '2020-22')
('三团', '东西随便拿', '盗贼', '主手武器', '龙牙之刃', '19346', '十字军', '2020-22')
('三团', '东西随便拿', '盗贼', '副手', '残忍利刃', '18832', '十字军', '2020-22')
('三团', '东西随便拿', '盗贼', '副手', '龙牙之刃', '19346', '十字军', '2020-22')
('三团', '东西随便拿', '盗贼', '远程', '速射强弓', '17069', '', '2020-22')
('三团', '我有三把刀呀', '盗贼', '头部', '夜幕杀手头巾', '16821', '', '2020-22')
('三团', '我有三把刀呀', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('三团', '我有三把刀呀', '盗贼', '肩部', '夜幕杀手护肩', '16823', '', '2020-22')
('三团', '我有三把刀呀', '盗贼', '衬衣', '盗贼衬衣', '49', '', '2020-22')
('三团', '我有三把刀呀', '盗贼', '胸部', '夜幕杀手胸甲', '16820', '+4 所有属性', '2020-22')
('三团', '我有三把刀呀', '盗贼', '腰部', '夜幕杀手腰带', '16827', '', '2020-22')
('三团', '我有三把刀呀', '盗贼', '腿部', '血牙短裤', '16909', '+14 攻击强度，+12 躲闪', '2020-22')
('三团', '我有三把刀呀', '盗贼', '脚', '血牙长靴', '16906', '+7 敏捷', '2020-22')
('三团', '我有三把刀呀', '盗贼', '腕部', '夜幕杀手护腕', '16825', '+9 力量', '2020-22')
('三团', '我有三把刀呀', '盗贼', '手', '古代熔火皮手套', '18823', '+7 敏捷', '2020-22')
('三团', '我有三把刀呀', '盗贼', '手指', '源力之环', '19432', '', '2020-22')
('三团', '我有三把刀呀', '盗贼', '手指', '胡里奥指环', '19325', '', '2020-22')
('三团', '我有三把刀呀', '盗贼', '饰品', '正义之手', '11815', '', '2020-22')
('三团', '我有三把刀呀', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-22')
('三团', '我有三把刀呀', '盗贼', '背部', '雷矛士兵披风', '19084', '+3 敏捷', '2020-22')
('三团', '我有三把刀呀', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('三团', '我有三把刀呀', '盗贼', '主手武器', '血腥撕裂者', '17071', '十字军', '2020-22')
('三团', '我有三把刀呀', '盗贼', '副手', '熔火犬牙', '18805', '十字军', '2020-22')
('三团', '我有三把刀呀', '盗贼', '远程', '萨特强弓', '18323', '', '2020-22')
('三团', '我是小丑', '法师', '头部', '灵风头冠', '16914', '+18 法术强度，+8 爆击', '2020-22')
('三团', '我是小丑', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-22')
('三团', '我是小丑', '法师', '肩部', '灵风衬肩', '16917', '', '2020-22')
('三团', '我是小丑', '法师', '衬衣', '漂亮的红衬衣', '4330', '', '2020-22')
('三团', '我是小丑', '法师', '胸部', '血藤外套', '19682', '', '2020-22')
('三团', '我是小丑', '法师', '胸部', '大法师之袍', '14152', '+4 所有属性', '2020-22')
('三团', '我是小丑', '法师', '腰部', '燃魔腰带', '19136', '', '2020-22')
('三团', '我是小丑', '法师', '腿部', '灵风短裤', '16915', '+18 法术强度，+8 爆击', '2020-22')
('三团', '我是小丑', '法师', '脚', '灵风长靴', '16912', '', '2020-22')
('三团', '我是小丑', '法师', '腕部', '奥术精准护腕', '19374', '', '2020-22')
('三团', '我是小丑', '法师', '手', '灵风手套', '16913', '', '2020-22')
('三团', '我是小丑', '法师', '手指', '赞吉尔的徽记', '19893', '', '2020-22')
('三团', '我是小丑', '法师', '手指', '专注指环', '19403', '', '2020-22')
('三团', '我是小丑', '法师', '饰品', '石楠之环', '12930', '', '2020-22')
('三团', '我是小丑', '法师', '饰品', '赞达拉英雄护符', '19950', '', '2020-22')
('三团', '我是小丑', '法师', '饰品', '思维加速宝石', '19339', '', '2020-22')
('三团', '我是小丑', '法师', '饰品', '赞达拉英雄护符', '19950', '', '2020-22')
('三团', '我是小丑', '法师', '饰品', '思维加速宝石', '19339', '', '2020-22')
('三团', '我是小丑', '法师', '背部', '龙王披风', '19378', '', '2020-22')
('三团', '我是小丑', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('三团', '我是小丑', '法师', '主手武器', '暗影烈焰法杖', '19356', '+30 法术强度', '2020-22')
('三团', '我是小丑', '法师', '远程', '骨寒魔杖', '19108', '', '2020-22')
('三团', '我是小丑', '法师', '公会徽章', '血色十字军战袍', '23192', '', '2020-22')
('三团', '个小没脾气', '术士', '头部', '复仇骨帽', '16929', '+8 法术强度', '2020-22')
('三团', '个小没脾气', '术士', '颈部', '安娜丝塔丽的传家宝', '18728', '', '2020-22')
('三团', '个小没脾气', '术士', '肩部', '复仇肩铠', '16932', '', '2020-22')
('三团', '个小没脾气', '术士', '衬衣', '红色冒险者衬衣', '6796', '', '2020-22')
('三团', '个小没脾气', '术士', '胸部', '复仇法袍', '16931', '+100 法力值', '2020-22')
('三团', '个小没脾气', '术士', '腰部', '复仇腰带', '16933', '', '2020-22')
('三团', '个小没脾气', '术士', '腿部', '复仇护腿', '16930', '+8 法术强度', '2020-22')
('三团', '个小没脾气', '术士', '脚', '复仇战靴', '16927', '加速略微提升', '2020-22')
('三团', '个小没脾气', '术士', '腕部', '复仇护腕', '16934', '+7 智力', '2020-22')
('三团', '个小没脾气', '术士', '手', '复仇手套', '16928', '', '2020-22')
('三团', '个小没脾气', '术士', '手指', '黑石之戒', '19397', '', '2020-22')
('三团', '个小没脾气', '术士', '手指', '黑暗统御指环', '19434', '', '2020-22')
('三团', '个小没脾气', '术士', '饰品', '埃雷萨拉斯皇家徽记', '18467', '', '2020-22')
('三团', '个小没脾气', '术士', '饰品', '石楠之环', '12930', '', '2020-22')
('三团', '个小没脾气', '术士', '背部', '哈卡莱崇拜者披风', '22711', '', '2020-22')
('三团', '个小没脾气', '术士', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('三团', '个小没脾气', '术士', '主手武器', '暗影烈焰法杖', '19356', '+30 法术强度', '2020-22')
('三团', '个小没脾气', '术士', '远程', '噬骨铁针', '13938', '', '2020-22')
('三团', '个小没脾气', '术士', '远程', '侵蚀魔棒', '10836', '', '2020-22')
('三团', '陀神丶修', '法师', '头部', '奥术师头冠', '16795', '+8 法术强度', '2020-22')
('三团', '陀神丶修', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-22')
('三团', '陀神丶修', '法师', '肩部', '奥术师衬肩', '16797', '+18 法术强度', '2020-22')
('三团', '陀神丶修', '法师', '衬衣', '漂亮的红衬衣', '4330', '', '2020-22')
('三团', '陀神丶修', '法师', '胸部', '大法师之袍', '14152', '+3 所有属性', '2020-22')
('三团', '陀神丶修', '法师', '胸部', '黑灰长袍', '19399', '+100 生命值', '2020-22')
('三团', '陀神丶修', '法师', '腰部', '燃魔腰带', '19136', '', '2020-22')
('三团', '陀神丶修', '法师', '腿部', '灵风短裤', '16915', '+18 法术强度，+8 爆击', '2020-22')
('三团', '陀神丶修', '法师', '脚', '骑士中尉的丝质便鞋', '23291', '+7 耐力', '2020-22')
('三团', '陀神丶修', '法师', '脚', '龙骑兵长靴', '18102', '+7 耐力', '2020-22')
('三团', '陀神丶修', '法师', '腕部', '奥术师护腕', '16799', '+7 智力', '2020-22')
('三团', '陀神丶修', '法师', '腕部', '易然护腕', '11768', '+7 耐力', '2020-22')
('三团', '陀神丶修', '法师', '手', '骑士中尉的丝质裹手', '23290', '+2% 坐骑速度', '2020-22')
('三团', '陀神丶修', '法师', '手', '奥术师手套', '16801', '+2% 坐骑速度', '2020-22')
('三团', '陀神丶修', '法师', '手指', '惩戒指环', '22721', '', '2020-22')
('三团', '陀神丶修', '法师', '手指', '盘蛇戒指', '11977', '', '2020-22')
('三团', '陀神丶修', '法师', '手指', '法术能量之戒', '19147', '', '2020-22')
('三团', '陀神丶修', '法师', '手指', '屠龙者的徽记', '18403', '', '2020-22')
('三团', '陀神丶修', '法师', '饰品', '奈萨里奥之泪', '19379', '', '2020-22')
('三团', '陀神丶修', '法师', '饰品', '短暂能量护符', '18820', '', '2020-22')
('三团', '陀神丶修', '法师', '背部', '吞噬披风', '19857', '', '2020-22')
('三团', '陀神丶修', '法师', '背部', '防火披风', '18811', '+7 火焰抗性', '2020-22')
('三团', '陀神丶修', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '+70 护甲', '2020-22')
('三团', '陀神丶修', '法师', '主手武器', '暗影烈焰法杖', '19356', '+30 法术强度', '2020-22')
('三团', '陀神丶修', '法师', '主手武器', '元素法杖', '944', '+7 冰霜法术伤害', '2020-22')
('三团', '陀神丶修', '法师', '远程', '骨寒魔杖', '19108', '', '2020-22')
('三团', '陀神丶修', '法师', '远程', '奥斯丁的火炬', '13004', '', '2020-22')
('三团', '陀神丶修', '法师', '远程', '噬骨铁针', '13938', '', '2020-22')
('三团', '陀神丶修', '法师', '公会徽章', '雷矛军服', '19032', '', '2020-22')
('三团', 'Patdog', '战士', '头部', '狮心头盔', '12640', '+10 急速', '2020-22')
('三团', 'Patdog', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('三团', 'Patdog', '战士', '肩部', '深渊皮甲护肩', '20689', '+15 攻击强度', '2020-22')
('三团', 'Patdog', '战士', '胸部', '野蛮角斗士链甲', '11726', '+4 所有属性', '2020-22')
('三团', 'Patdog', '战士', '腰部', '冲击束带', '19137', '', '2020-22')
('三团', 'Patdog', '战士', '腿部', '踏云腿甲', '14554', '+10 急速', '2020-22')
('三团', 'Patdog', '战士', '脚', '血链战靴', '14616', '+7 敏捷', '2020-22')
('三团', 'Patdog', '战士', '腕部', '真龙护腕', '18812', '+9 力量', '2020-22')
('三团', 'Patdog', '战士', '手', '剑师护手', '14551', '+10 急速', '2020-22')
('三团', 'Patdog', '战士', '手指', '胡里奥指环', '19325', '', '2020-22')
('三团', 'Patdog', '战士', '手指', '屠龙大师之戒', '19384', '', '2020-22')
('三团', 'Patdog', '战士', '饰品', '正义之手', '11815', '', '2020-22')
('三团', 'Patdog', '战士', '饰品', '黑手饰物', '13965', '', '2020-22')
('三团', 'Patdog', '战士', '背部', '祖利安虎皮披风', '19907', '+3 敏捷', '2020-22')
('三团', 'Patdog', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('三团', 'Patdog', '战士', '主手武器', '死亡召唤者', '17068', '十字军', '2020-22')
('三团', 'Patdog', '战士', '副手', '熔火犬牙', '18805', '十字军', '2020-22')
('三团', 'Patdog', '战士', '远程', '速射强弓', '17069', '瞄准镜（+7 伤害）', '2020-22')
('三团', '姑苏小步', '牧师', '头部', '卓越之环', '16921', '+8 法术强度', '2020-22')
('三团', '姑苏小步', '牧师', '颈部', '祖达萨之眼', '19592', '', '2020-22')
('三团', '姑苏小步', '牧师', '肩部', '卓越肩铠', '16924', '', '2020-22')
('三团', '姑苏小步', '牧师', '衬衣', '红色亚麻衬衣', '2575', '', '2020-22')
('三团', '姑苏小步', '牧师', '胸部', '卓越法袍', '16923', '+3 所有属性', '2020-22')
('三团', '姑苏小步', '牧师', '腰部', '预言束带', '16817', '', '2020-22')
('三团', '姑苏小步', '牧师', '腿部', '卓越护腿', '16922', '+10 智力，+10 耐力，+10 全能', '2020-22')
('三团', '姑苏小步', '牧师', '脚', '预言之靴', '16811', '+7 耐力', '2020-22')
('三团', '姑苏小步', '牧师', '腕部', '卓越束腕', '16926', '+13 法术强度', '2020-22')
('三团', '姑苏小步', '牧师', '手', '预言手套', '16812', '', '2020-22')
('三团', '姑苏小步', '牧师', '手指', '屠龙者的徽记', '18403', '', '2020-22')
('三团', '姑苏小步', '牧师', '手指', '碧绿烈焰戒指', '18395', '', '2020-22')
('三团', '姑苏小步', '牧师', '饰品', '龙鳞碎片', '17064', '', '2020-22')
('三团', '姑苏小步', '牧师', '饰品', '复苏之风', '11819', '', '2020-22')
('三团', '姑苏小步', '牧师', '饰品', '埃雷萨拉斯皇家徽记', '18469', '', '2020-22')
('三团', '姑苏小步', '牧师', '背部', '哈卡莱血披风', '19870', '', '2020-22')
('三团', '姑苏小步', '牧师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('三团', '姑苏小步', '牧师', '主手武器', '祈福', '18608', '+29 法术强度', '2020-22')
('三团', '姑苏小步', '牧师', '远程', '精华收集者', '19435', '', '2020-22')
('三团', 'Cremoy', '战士', '头部', '愤怒头盔', '16963', '', '2020-22')
('三团', 'Cremoy', '战士', '头部', '黑铁头盔', '19148', '', '2020-22')
('三团', 'Cremoy', '战士', '颈部', '屠龙大师勋章', '19383', '', '2020-22')
('三团', 'Cremoy', '战士', '肩部', '愤怒肩铠', '16961', '', '2020-22')
('三团', 'Cremoy', '战士', '衬衣', '主建筑师的衬衣', '11840', '', '2020-22')
('三团', 'Cremoy', '战士', '胸部', '愤怒胸甲', '16966', '+4 所有属性', '2020-22')
('三团', 'Cremoy', '战士', '腰部', '愤怒腰带', '16960', '', '2020-22')
('三团', 'Cremoy', '战士', '腰部', '炽热链甲束带', '16989', '', '2020-22')
('三团', 'Cremoy', '战士', '腿部', '愤怒腿铠', '16962', '', '2020-22')
('三团', 'Cremoy', '战士', '腿部', '黑铁护腿', '17013', '+20 火焰抗性', '2020-22')
('三团', 'Cremoy', '战士', '脚', '愤怒马靴', '16965', '', '2020-22')
('三团', 'Cremoy', '战士', '脚', '熔火胫甲', '18806', '', '2020-22')
('三团', 'Cremoy', '战士', '腕部', '愤怒护腕', '16959', '+9 耐力', '2020-22')
('三团', 'Cremoy', '战士', '腕部', '黑铁护腕', '17014', '', '2020-22')
('三团', 'Cremoy', '战士', '手', '力量护手', '16863', '+7 力量', '2020-22')
('三团', 'Cremoy', '战士', '手指', '胡里奥指环', '19325', '', '2020-22')
('三团', 'Cremoy', '战士', '手指', '埃古雷亚指环', '17063', '', '2020-22')
('三团', 'Cremoy', '战士', '饰品', '斯泰林的甲虫壳', '19431', '', '2020-22')
('三团', 'Cremoy', '战士', '饰品', '闪耀徽章', '2802', '', '2020-22')
('三团', 'Cremoy', '战士', '饰品', '生命宝石', '19341', '', '2020-22')
('三团', 'Cremoy', '战士', '背部', '龙血斗篷', '17107', '+3 敏捷', '2020-22')
('三团', 'Cremoy', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('三团', 'Cremoy', '战士', '主手武器', '艾斯卡达尔的右爪', '18203', '十字军', '2020-22')
('三团', 'Cremoy', '战士', '副手', '源质壁垒', '19349', '+7 耐力', '2020-22')
('三团', 'Cremoy', '战士', '远程', '萨特强弓', '18323', '', '2020-22')
('三团', '铁板我肉', '德鲁伊', '头部', '浴血面具', '22718', '+10 急速', '2020-22')
('三团', '铁板我肉', '德鲁伊', '头部', '狼头之盔', '8345', '+10 急速', '2020-22')
('三团', '铁板我肉', '德鲁伊', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('三团', '铁板我肉', '德鲁伊', '肩部', '高地皮甲护肩', '20059', '+5 火焰抗性', '2020-22')
('三团', '铁板我肉', '德鲁伊', '肩部', '强击护肩', '12927', '', '2020-22')
('三团', '铁板我肉', '德鲁伊', '胸部', '玛法里奥的祝福', '19405', '+100 生命值', '2020-22')
('三团', '铁板我肉', '德鲁伊', '腰部', '防腐徽记腰带', '20216', '', '2020-22')
('三团', '铁板我肉', '德鲁伊', '腿部', '浴血护腿', '19889', '+8 敏捷', '2020-22')
('三团', '铁板我肉', '德鲁伊', '腿部', '深渊皮甲护腿', '20665', '+10 急速', '2020-22')
('三团', '铁板我肉', '德鲁伊', '脚', '暗影烈焰长靴', '19381', '+7 耐力', '2020-22')
('三团', '铁板我肉', '德鲁伊', '腕部', '巡林者护腕', '19587', '+9 耐力', '2020-22')
('三团', '铁板我肉', '德鲁伊', '腕部', '稳固护腕', '19146', '+9 力量', '2020-22')
('三团', '铁板我肉', '德鲁伊', '手', '熔渣护手', '13258', '+7 敏捷', '2020-22')
('三团', '铁板我肉', '德鲁伊', '手', '原始蝙蝠皮手套', '19686', '+7 敏捷', '2020-22')
('三团', '铁板我肉', '德鲁伊', '手指', '沉重的黑铁戒指', '18879', '', '2020-22')
('三团', '铁板我肉', '德鲁伊', '手指', '胡里奥指环', '19325', '', '2020-22')
('三团', '铁板我肉', '德鲁伊', '手指', '埃古雷亚指环', '17063', '', '2020-22')
('三团', '铁板我肉', '德鲁伊', '饰品', '暴君印记', '13966', '', '2020-22')
('三团', '铁板我肉', '德鲁伊', '饰品', '正义之手', '11815', '', '2020-22')
('三团', '铁板我肉', '德鲁伊', '饰品', '天选者印记', '17774', '', '2020-22')
('三团', '铁板我肉', '德鲁伊', '饰品', '暗月卡片：漩涡', '19289', '', '2020-22')
('三团', '铁板我肉', '德鲁伊', '背部', '环雾披风', '17102', '+3 敏捷', '2020-22')
('三团', '铁板我肉', '德鲁伊', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('三团', '铁板我肉', '德鲁伊', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-22')
('三团', '铁板我肉', '德鲁伊', '主手武器', '典狱官法杖', '943', '+15 敏捷', '2020-22')
('三团', '光辉神丶穗吉', '术士', '头部', '复仇骨帽', '16929', '+18 法术强度，+10 耐力', '2020-22')
('三团', '光辉神丶穗吉', '术士', '颈部', '堕灵者项链', '19876', '', '2020-22')
('三团', '光辉神丶穗吉', '术士', '肩部', '黑翼衬肩', '19370', '', '2020-22')
('三团', '光辉神丶穗吉', '术士', '衬衣', '侍僧衬衣', '6097', '', '2020-22')
('三团', '光辉神丶穗吉', '术士', '胸部', '血藤外套', '19682', '+100 生命值', '2020-22')
('三团', '光辉神丶穗吉', '术士', '腰部', '燃魔腰带', '19136', '', '2020-22')
