('二团', '血染胸毛', '盗贼', '头部', '血牙头巾', '16908', '+14 攻击强度，+12 躲闪', '2020-20')
('三团', '诸子百家', '牧师', '腰部', '赞达拉忏悔者腰带', '19842', '', '2020-20')
('三团', '诸子百家', '牧师', '腿部', '卓越护腿', '16922', '+8 智力', '2020-20')
('三团', '诸子百家', '牧师', '脚', '纯净思想长靴', '19437', '', '2020-20')
('三团', '诸子百家', '牧师', '腕部', '卓越束腕', '16926', '+13 法术强度', '2020-20')
('三团', '诸子百家', '牧师', '手', '预言手套', '16812', '+5 敏捷', '2020-20')
('三团', '诸子百家', '牧师', '手指', '弗丁徽记之戒', '16058', '', '2020-20')
('三团', '诸子百家', '牧师', '手指', '灼烧指环', '19140', '', '2020-20')
('三团', '诸子百家', '牧师', '饰品', '埃雷萨拉斯皇家徽记', '18469', '', '2020-20')
('三团', '诸子百家', '牧师', '饰品', '恢复宝石', '19395', '', '2020-20')
('三团', '诸子百家', '牧师', '背部', '野性之皮', '18510', '', '2020-20')
('三团', '诸子百家', '牧师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('三团', '诸子百家', '牧师', '主手武器', '祈福', '18608', '+29 法术强度', '2020-20')
('三团', '诸子百家', '牧师', '远程', '噬骨铁针', '13938', '', '2020-20')
('三团', '执刀护伊人', '盗贼', '头部', '血牙头巾', '16908', '+8 敏捷', '2020-20')
('三团', '执刀护伊人', '盗贼', '头部', '夜幕杀手头巾', '16821', '', '2020-20')
('三团', '执刀护伊人', '盗贼', '颈部', '哈卡之眼', '19856', '', '2020-20')
('三团', '执刀护伊人', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('三团', '执刀护伊人', '盗贼', '肩部', '夜幕杀手护肩', '16823', '+5 火焰抗性', '2020-20')
('三团', '执刀护伊人', '盗贼', '肩部', '血牙肩甲', '16832', '+5 火焰抗性', '2020-20')
('三团', '执刀护伊人', '盗贼', '胸部', '血牙胸甲', '16905', '+4 所有属性', '2020-20')
('三团', '执刀护伊人', '盗贼', '腰部', '血牙腰带', '16910', '', '2020-20')
('三团', '执刀护伊人', '盗贼', '腰部', '夜幕杀手腰带', '16827', '', '2020-20')
('三团', '执刀护伊人', '盗贼', '腿部', '血牙短裤', '16909', '+8 敏捷', '2020-20')
('三团', '执刀护伊人', '盗贼', '脚', '夜幕杀手长靴', '16824', '+7 敏捷', '2020-20')
('三团', '执刀护伊人', '盗贼', '腕部', '血牙护腕', '16911', '+9 力量', '2020-20')
('三团', '执刀护伊人', '盗贼', '手', '古代熔火皮手套', '18823', '+7 敏捷', '2020-20')
('三团', '执刀护伊人', '盗贼', '手指', '胡里奥指环', '19325', '', '2020-20')
('三团', '执刀护伊人', '盗贼', '手指', '碧玉戒指', '11978', '', '2020-20')
('三团', '执刀护伊人', '盗贼', '手指', '屠龙大师之戒', '19384', '', '2020-20')
('三团', '执刀护伊人', '盗贼', '手指', '晋升印章', '12344', '', '2020-20')
('三团', '执刀护伊人', '盗贼', '饰品', '正义之手', '11815', '', '2020-20')
('三团', '执刀护伊人', '盗贼', '饰品', '埃雷萨拉斯皇家徽记', '18465', '', '2020-20')
('三团', '执刀护伊人', '盗贼', '饰品', '毒性图腾', '19342', '', '2020-20')
('三团', '执刀护伊人', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-20')
('三团', '执刀护伊人', '盗贼', '饰品', '闪耀徽章', '2802', '', '2020-20')
('三团', '执刀护伊人', '盗贼', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-20')
('三团', '执刀护伊人', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '+5 所有抗性', '2020-20')
('三团', '执刀护伊人', '盗贼', '主手武器', '毁灭之刃', '18816', '+5 武器伤害', '2020-20')
('三团', '执刀护伊人', '盗贼', '副手', '熔火犬牙', '18805', '十字军', '2020-20')
('三团', '执刀护伊人', '盗贼', '远程', '速射强弓', '17069', '', '2020-20')
('三团', '月痕审判', '圣骑士', '头部', '审判头冠', '16955', '', '2020-20')
('三团', '月痕审判', '圣骑士', '颈部', '生命项链', '18723', '', '2020-20')
('三团', '月痕审判', '圣骑士', '肩部', '狂野肩铠', '18810', '+5 火焰抗性', '2020-20')
('三团', '月痕审判', '圣骑士', '衬衣', '优质布衬衣', '859', '', '2020-20')
('三团', '月痕审判', '圣骑士', '胸部', '波动长袍', '19145', '+3 所有属性', '2020-20')
('三团', '月痕审判', '圣骑士', '腰部', '熔火犬皮腰带', '19162', '', '2020-20')
('三团', '月痕审判', '圣骑士', '腿部', '强能护腿', '19385', '', '2020-20')
('三团', '月痕审判', '圣骑士', '脚', '圆月长靴', '18507', '', '2020-20')
('三团', '月痕审判', '圣骑士', '腕部', '近卫臂甲', '13969', '+13 法术强度', '2020-20')
('三团', '月痕审判', '圣骑士', '手', '和平守护者护手', '20264', '', '2020-20')
('三团', '月痕审判', '圣骑士', '手指', '红木之环', '13178', '', '2020-20')
('三团', '月痕审判', '圣骑士', '手指', '惩戒指环', '22721', '', '2020-20')
('三团', '月痕审判', '圣骑士', '饰品', '复苏之风', '11819', '', '2020-20')
('三团', '月痕审判', '圣骑士', '饰品', '盲目光芒卷轴', '19343', '', '2020-20')
('三团', '月痕审判', '圣骑士', '饰品', '石楠之环', '12930', '', '2020-20')
('三团', '月痕审判', '圣骑士', '背部', '野性之皮', '18510', '+5 所有抗性', '2020-20')
('三团', '月痕审判', '圣骑士', '背部', '奥妮克希亚鳞片披风', '15138', '+5 所有抗性', '2020-20')
('三团', '月痕审判', '圣骑士', '主手武器', '洛卡米尔·伊洛曼希斯', '19360', '+29 法术强度', '2020-20')
('三团', '月痕审判', '圣骑士', '副手', '生命花环', '19312', '', '2020-20')
('三团', '风骚的脚毛', '战士', '头部', '狮心头盔', '12640', '+8 力量', '2020-20')
('三团', '风骚的脚毛', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('三团', '风骚的脚毛', '战士', '肩部', '龙爪肩铠', '19394', '', '2020-20')
('三团', '风骚的脚毛', '战士', '胸部', '野蛮角斗士链甲', '11726', '+4 所有属性', '2020-20')
('三团', '风骚的脚毛', '战士', '腰部', '冲击束带', '19137', '', '2020-20')
('三团', '风骚的脚毛', '战士', '腿部', '魔暴龙皮护腿', '15062', '', '2020-20')
('三团', '风骚的脚毛', '战士', '脚', '血链战靴', '14616', '加速略微提升', '2020-20')
('三团', '风骚的脚毛', '战士', '腕部', '稳固护腕', '19146', '+9 力量', '2020-20')
('三团', '风骚的脚毛', '战士', '手', '烈焰守卫护手', '19143', '+7 敏捷', '2020-20')
('三团', '风骚的脚毛', '战士', '手指', '迅击戒指', '18821', '', '2020-20')
('三团', '风骚的脚毛', '战士', '手指', '胡里奥指环', '19325', '', '2020-20')
('三团', '风骚的脚毛', '战士', '饰品', '龙牙饰物', '19406', '', '2020-20')
('三团', '风骚的脚毛', '战士', '饰品', '钻石水瓶', '20130', '', '2020-20')
('三团', '风骚的脚毛', '战士', '饰品', '正义之手', '11815', '', '2020-20')
('三团', '风骚的脚毛', '战士', '饰品', '正义之手', '11815', '', '2020-20')
('三团', '风骚的脚毛', '战士', '饰品', '龙牙饰物', '19406', '', '2020-20')
('三团', '风骚的脚毛', '战士', '背部', '祖利安虎皮披风', '19907', '+3 敏捷', '2020-20')
('三团', '风骚的脚毛', '战士', '主手武器', '放血者维斯卡格', '17075', '十字军', '2020-20')
('三团', '风骚的脚毛', '战士', '副手', '残忍利刃', '18832', '十字军', '2020-20')
('三团', '风骚的脚毛', '战士', '远程', '速射强弓', '17069', '', '2020-20')
('三团', 'Fallenram', '牧师', '头部', '卓越之环', '16921', '', '2020-20')
('三团', 'Fallenram', '牧师', '颈部', '生命项链', '18723', '', '2020-20')
('三团', 'Fallenram', '牧师', '肩部', '卓越肩铠', '16924', '', '2020-20')
('三团', 'Fallenram', '牧师', '衬衣', '黑丝衬衣', '4333', '', '2020-20')
('三团', 'Fallenram', '牧师', '胸部', '卓越法袍', '16923', '+100 法力值', '2020-20')
('三团', 'Fallenram', '牧师', '腰部', '卓越腰带', '16925', '', '2020-20')
('三团', 'Fallenram', '牧师', '腿部', '卓越护腿', '16922', '', '2020-20')
('三团', 'Fallenram', '牧师', '脚', '卓越长靴', '16919', '加速略微提升', '2020-20')
('三团', 'Fallenram', '牧师', '腕部', '卓越束腕', '16926', '+13 法术强度', '2020-20')
('三团', 'Fallenram', '牧师', '手', '卓越护手', '16920', '', '2020-20')
('三团', 'Fallenram', '牧师', '手指', '弗丁徽记之戒', '16058', '', '2020-20')
('三团', 'Fallenram', '牧师', '手指', '灼烧指环', '19140', '', '2020-20')
('三团', 'Fallenram', '牧师', '饰品', '赞达拉英雄护符', '19950', '', '2020-20')
('三团', 'Fallenram', '牧师', '饰品', '埃雷萨拉斯皇家徽记', '18469', '', '2020-20')
('三团', 'Fallenram', '牧师', '背部', '野性之皮', '18510', '', '2020-20')
('三团', 'Fallenram', '牧师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('三团', 'Fallenram', '牧师', '主手武器', '祈福', '18608', '+29 法术强度', '2020-20')
('三团', 'Fallenram', '牧师', '远程', '噬骨铁针', '13938', '', '2020-20')
('三团', '陀神丶修', '法师', '头部', '奥术师头冠', '16795', '+8 法术强度', '2020-20')
('三团', '陀神丶修', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-20')
('三团', '陀神丶修', '法师', '肩部', '奥术师衬肩', '16797', '+18 法术强度', '2020-20')
('三团', '陀神丶修', '法师', '衬衣', '漂亮的红衬衣', '4330', '', '2020-20')
('三团', '陀神丶修', '法师', '胸部', '大法师之袍', '14152', '+3 所有属性', '2020-20')
('三团', '陀神丶修', '法师', '胸部', '黑灰长袍', '19399', '+100 生命值', '2020-20')
('三团', '陀神丶修', '法师', '腰部', '燃魔腰带', '19136', '', '2020-20')
('三团', '陀神丶修', '法师', '腿部', '灵风短裤', '16915', '+18 法术强度，+8 爆击', '2020-20')
('三团', '陀神丶修', '法师', '脚', '骑士中尉的丝质便鞋', '23291', '+7 耐力', '2020-20')
('三团', '陀神丶修', '法师', '脚', '龙骑兵长靴', '18102', '+7 耐力', '2020-20')
('三团', '陀神丶修', '法师', '腕部', '奥术师护腕', '16799', '+7 智力', '2020-20')
('三团', '陀神丶修', '法师', '腕部', '易然护腕', '11768', '+7 耐力', '2020-20')
('三团', '陀神丶修', '法师', '手', '骑士中尉的丝质裹手', '23290', '+2% 坐骑速度', '2020-20')
('三团', '陀神丶修', '法师', '手', '奥术师手套', '16801', '+2% 坐骑速度', '2020-20')
('三团', '陀神丶修', '法师', '手指', '惩戒指环', '22721', '', '2020-20')
('三团', '陀神丶修', '法师', '手指', '盘蛇戒指', '11977', '', '2020-20')
('三团', '陀神丶修', '法师', '手指', '法术能量之戒', '19147', '', '2020-20')
('三团', '陀神丶修', '法师', '手指', '屠龙者的徽记', '18403', '', '2020-20')
('三团', '陀神丶修', '法师', '饰品', '奈萨里奥之泪', '19379', '', '2020-20')
('三团', '陀神丶修', '法师', '饰品', '短暂能量护符', '18820', '', '2020-20')
('三团', '陀神丶修', '法师', '背部', '吞噬披风', '19857', '', '2020-20')
('三团', '陀神丶修', '法师', '背部', '防火披风', '18811', '+7 火焰抗性', '2020-20')
('三团', '陀神丶修', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '+70 护甲', '2020-20')
('三团', '陀神丶修', '法师', '主手武器', '暗影烈焰法杖', '19356', '+30 法术强度', '2020-20')
('三团', '陀神丶修', '法师', '主手武器', '元素法杖', '944', '+7 冰霜法术伤害', '2020-20')
('三团', '陀神丶修', '法师', '远程', '骨寒魔杖', '19108', '', '2020-20')
('三团', '陀神丶修', '法师', '远程', '奥斯丁的火炬', '13004', '', '2020-20')
('三团', '陀神丶修', '法师', '公会徽章', '雷矛军服', '19032', '', '2020-20')
('三团', '描边师', '战士', '头部', '狮心头盔', '12640', '+8 力量', '2020-20')
('三团', '描边师', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('三团', '描边师', '战士', '肩部', '少校的板甲护肩', '23315', '+5 火焰抗性', '2020-20')
('三团', '描边师', '战士', '衬衣', '漂亮的蓝衬衣', '6384', '', '2020-20')
('三团', '描边师', '战士', '胸部', '苍白护甲', '14637', '+3 所有属性', '2020-20')
('三团', '描边师', '战士', '腰部', '冲击束带', '19137', '', '2020-20')
('三团', '描边师', '战士', '腿部', '骑士队长的板甲护腿', '23301', '+10 急速', '2020-20')
('三团', '描边师', '战士', '脚', '多彩长靴', '19387', '+7 敏捷', '2020-20')
('三团', '描边师', '战士', '腕部', '狂暴者护腕', '19578', '+9 力量', '2020-20')
('三团', '描边师', '战士', '手', '祭祀护手', '22714', '+7 力量', '2020-20')
('三团', '描边师', '战士', '手指', '屠龙大师之戒', '19384', '', '2020-20')
('三团', '描边师', '战士', '手指', '胡里奥指环', '19325', '', '2020-20')
('三团', '描边师', '战士', '饰品', '正义之手', '11815', '', '2020-20')
('三团', '描边师', '战士', '饰品', '钻石水瓶', '20130', '', '2020-20')
('三团', '描边师', '战士', '饰品', '黑手饰物', '13965', '', '2020-20')
('三团', '描边师', '战士', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-20')
('三团', '描边师', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('三团', '描边师', '战士', '主手武器', '放血者维斯卡格', '17075', '十字军', '2020-20')
('三团', '描边师', '战士', '副手', '残忍利刃', '18832', '十字军', '2020-20')
('三团', '描边师', '战士', '远程', '萨特强弓', '18323', '瞄准镜（+2 伤害）', '2020-20')
('三团', '描边师', '战士', '公会徽章', '骑士彩带', '15198', '', '2020-20')
('三团', '暴力猫儿', '法师', '头部', '灵风头冠', '16914', '+8 法术强度', '2020-20')
('三团', '暴力猫儿', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-20')
('三团', '暴力猫儿', '法师', '肩部', '奥术师衬肩', '16797', '', '2020-20')
('三团', '暴力猫儿', '法师', '胸部', '大法师之袍', '14152', '+4 所有属性', '2020-20')
('三团', '暴力猫儿', '法师', '腰部', '燃魔腰带', '19136', '', '2020-20')
('三团', '暴力猫儿', '法师', '腿部', '灵风短裤', '16915', '+8 法术强度', '2020-20')
('三团', '暴力猫儿', '法师', '脚', '灵风长靴', '16912', '+7 耐力', '2020-20')
('三团', '暴力猫儿', '法师', '腕部', '奥术精准护腕', '19374', '+7 智力', '2020-20')
('三团', '暴力猫儿', '法师', '手', '奥术师手套', '16801', '', '2020-20')
('三团', '暴力猫儿', '法师', '手指', '法术能量之戒', '19147', '', '2020-20')
('三团', '暴力猫儿', '法师', '手指', '专注指环', '19403', '', '2020-20')
('三团', '暴力猫儿', '法师', '饰品', '思维加速宝石', '19339', '', '2020-20')
('三团', '暴力猫儿', '法师', '饰品', '比斯巨兽之眼', '13968', '', '2020-20')
('三团', '暴力猫儿', '法师', '饰品', '石楠之环', '12930', '', '2020-20')
('三团', '暴力猫儿', '法师', '背部', '萨菲隆斗篷', '17078', '+5 所有抗性', '2020-20')
('三团', '暴力猫儿', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('三团', '暴力猫儿', '法师', '主手武器', '统御法杖', '18842', '+30 法术强度', '2020-20')
('三团', '暴力猫儿', '法师', '远程', '骨寒魔杖', '19108', '', '2020-20')
('三团', '胡八忆', '盗贼', '头部', '血牙头巾', '16908', '+10 急速', '2020-20')
('三团', '胡八忆', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('三团', '胡八忆', '盗贼', '肩部', '血牙肩甲', '16832', '', '2020-20')
('三团', '胡八忆', '盗贼', '衬衣', '红色亚麻衬衣', '2575', '', '2020-20')
('三团', '胡八忆', '盗贼', '胸部', '血牙胸甲', '16905', '', '2020-20')
('三团', '胡八忆', '盗贼', '腰部', '血牙腰带', '16910', '', '2020-20')
('三团', '胡八忆', '盗贼', '腿部', '血牙短裤', '16909', '+10 急速', '2020-20')
('三团', '胡八忆', '盗贼', '脚', '夜幕杀手长靴', '16824', '+7 敏捷', '2020-20')
('三团', '胡八忆', '盗贼', '腕部', '血牙护腕', '16911', '', '2020-20')
('三团', '胡八忆', '盗贼', '手', '古代熔火皮手套', '18823', '+7 敏捷', '2020-20')
('三团', '胡八忆', '盗贼', '手指', '屠龙大师之戒', '19384', '', '2020-20')
('三团', '胡八忆', '盗贼', '手指', '胡里奥指环', '19325', '', '2020-20')
('三团', '胡八忆', '盗贼', '饰品', '正义之手', '11815', '', '2020-20')
('三团', '胡八忆', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-20')
('三团', '胡八忆', '盗贼', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-20')
('三团', '胡八忆', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('三团', '胡八忆', '盗贼', '主手武器', '龙牙之刃', '19346', '十字军', '2020-20')
('三团', '胡八忆', '盗贼', '副手', '熔火犬牙', '18805', '十字军', '2020-20')
('三团', '胡八忆', '盗贼', '远程', '速射强弓', '17069', '', '2020-20')
('三团', '逆蝶', '牧师', '头部', '卓越之环', '16921', '', '2020-20')
('三团', '逆蝶', '牧师', '颈部', '启示项链', '17109', '', '2020-20')
('三团', '逆蝶', '牧师', '肩部', '预言衬肩', '16816', '', '2020-20')
('三团', '逆蝶', '牧师', '胸部', '预言法袍', '16815', '+100 生命值', '2020-20')
('三团', '逆蝶', '牧师', '腰部', '无尽潜能腰带', '22716', '', '2020-20')
('三团', '逆蝶', '牧师', '腿部', '卓越护腿', '16922', '', '2020-20')
('三团', '逆蝶', '牧师', '脚', '卓越长靴', '16919', '', '2020-20')
('三团', '逆蝶', '牧师', '腕部', '预言臂甲', '16819', '', '2020-20')
('三团', '逆蝶', '牧师', '手', '预言手套', '16812', '', '2020-20')
('三团', '逆蝶', '牧师', '手指', '灼烧指环', '19140', '', '2020-20')
('三团', '逆蝶', '牧师', '手指', '黑石之戒', '19397', '', '2020-20')
('三团', '逆蝶', '牧师', '饰品', '龙鳞碎片', '17064', '', '2020-20')
('三团', '逆蝶', '牧师', '饰品', '埃雷萨拉斯皇家徽记', '18469', '', '2020-20')
('三团', '逆蝶', '牧师', '背部', '纯净思想斗篷', '19430', '', '2020-20')
('三团', '逆蝶', '牧师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('三团', '逆蝶', '牧师', '主手武器', '祈福', '18608', '+29 法术强度', '2020-20')
('三团', '逆蝶', '牧师', '远程', '精华收集者', '19435', '', '2020-20')
('三团', '靓欧妮', '牧师', '头部', '卓越之环', '16921', '+150 法力值', '2020-20')
('三团', '靓欧妮', '牧师', '颈部', '金度的邪眼', '19885', '', '2020-20')
('三团', '靓欧妮', '牧师', '肩部', '卓越肩铠', '16924', '', '2020-20')
('三团', '靓欧妮', '牧师', '衬衣', '见习牧师衬衣', '53', '', '2020-20')
('三团', '靓欧妮', '牧师', '胸部', '卓越法袍', '16923', '+3 所有属性', '2020-20')
('三团', '靓欧妮', '牧师', '腰部', '赞达拉忏悔者腰带', '19842', '', '2020-20')
('三团', '靓欧妮', '牧师', '腿部', '卓越护腿', '16922', '+150 法力值', '2020-20')
('三团', '靓欧妮', '牧师', '脚', '卓越长靴', '16919', '+7 耐力', '2020-20')
('三团', '靓欧妮', '牧师', '腕部', '卓越束腕', '16926', '+13 法术强度', '2020-20')
('三团', '靓欧妮', '牧师', '手', '卓越护手', '16920', '', '2020-20')
('三团', '靓欧妮', '牧师', '手指', '灼烧指环', '19140', '', '2020-20')
('三团', '靓欧妮', '牧师', '手指', '萨弗拉斯指环', '19138', '', '2020-20')
('三团', '靓欧妮', '牧师', '手指', '弗丁徽记之戒', '16058', '', '2020-20')
('三团', '靓欧妮', '牧师', '饰品', '龙鳞碎片', '17064', '', '2020-20')
('三团', '靓欧妮', '牧师', '饰品', '石楠之环', '12930', '', '2020-20')
('三团', '靓欧妮', '牧师', '饰品', '埃雷萨拉斯皇家徽记', '18469', '', '2020-20')
('三团', '靓欧妮', '牧师', '背部', '野性之皮', '18510', '+5 所有抗性', '2020-20')
('三团', '靓欧妮', '牧师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('三团', '靓欧妮', '牧师', '主手武器', '祈福', '18608', '+29 法术强度', '2020-20')
('三团', '靓欧妮', '牧师', '远程', '巨龙之触', '19367', '', '2020-20')
('三团', 'Tosswing', '猎人', '头部', '巨龙追猎者头盔', '16939', '+24 远程攻击强度，+10 耐力，+1% 命中几率', '2020-20')
('三团', 'Tosswing', '猎人', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('三团', 'Tosswing', '猎人', '肩部', '巨龙追猎者肩甲', '16937', '', '2020-20')
('三团', 'Tosswing', '猎人', '胸部', '巨龙追猎者胸甲', '16942', '+4 所有属性', '2020-20')
('三团', 'Tosswing', '猎人', '腰部', '巨龙追猎者腰带', '16936', '', '2020-20')
('三团', 'Tosswing', '猎人', '腿部', '巨龙追猎者腿甲', '16938', '+24 远程攻击强度，+10 耐力，+1% 命中几率', '2020-20')
('三团', 'Tosswing', '猎人', '脚', '巨龙追猎者胫甲', '16941', '+7 敏捷', '2020-20')
('三团', 'Tosswing', '猎人', '腕部', '巨龙追猎者护腕', '16935', '+7 智力', '2020-20')
('三团', 'Tosswing', '猎人', '手', '巨龙追猎者护手', '16940', '+7 敏捷', '2020-20')
('三团', 'Tosswing', '猎人', '手指', '胡里奥指环', '19325', '', '2020-20')
('三团', 'Tosswing', '猎人', '手指', '迅击戒指', '18821', '', '2020-20')
('三团', 'Tosswing', '猎人', '饰品', '魔暴龙眼', '19991', '', '2020-20')
('三团', 'Tosswing', '猎人', '饰品', '埃雷萨拉斯皇家徽记', '18473', '', '2020-20')
('三团', 'Tosswing', '猎人', '背部', '环雾披风', '17102', '+3 敏捷', '2020-20')
('三团', 'Tosswing', '猎人', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('三团', 'Tosswing', '猎人', '主手武器', '末日之刃', '19362', '+15 敏捷', '2020-20')
('三团', 'Tosswing', '猎人', '副手', '熔火犬牙', '18805', '+15 敏捷', '2020-20')
('三团', 'Tosswing', '猎人', '远程', '伦鲁迪洛尔，上古守护者的长弓', '18713', '+30 远程爆击', '2020-20')
('三团', '铁板我肉', '德鲁伊', '头部', '浴血面具', '22718', '+10 急速', '2020-20')
('三团', '铁板我肉', '德鲁伊', '头部', '熔铸头盔', '16983', '+20 火焰抗性', '2020-20')
('三团', '铁板我肉', '德鲁伊', '头部', '狼头之盔', '8345', '+10 急速', '2020-20')
('三团', '铁板我肉', '德鲁伊', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('三团', '铁板我肉', '德鲁伊', '肩部', '高地皮甲护肩', '20059', '+5 火焰抗性', '2020-20')
('三团', '铁板我肉', '德鲁伊', '肩部', '火焰卫士护肩', '19139', '+5 火焰抗性', '2020-20')
('三团', '铁板我肉', '德鲁伊', '胸部', '玛法里奥的祝福', '19405', '+100 生命值', '2020-20')
('三团', '铁板我肉', '德鲁伊', '腰部', '防腐徽记腰带', '20216', '', '2020-20')
('三团', '铁板我肉', '德鲁伊', '腰部', '熔火腰带', '19163', '', '2020-20')
('三团', '铁板我肉', '德鲁伊', '腿部', '深渊皮甲护腿', '20665', '+10 急速', '2020-20')
('三团', '铁板我肉', '德鲁伊', '脚', '暗影烈焰长靴', '19381', '+7 耐力', '2020-20')
('三团', '铁板我肉', '德鲁伊', '脚', '熔岩犬皮靴', '16982', '+7 耐力', '2020-20')
('三团', '铁板我肉', '德鲁伊', '腕部', '原始蝙蝠皮护腕', '19687', '+9 耐力', '2020-20')
('三团', '铁板我肉', '德鲁伊', '手', '原始蝙蝠皮手套', '19686', '+7 敏捷', '2020-20')
('三团', '铁板我肉', '德鲁伊', '手指', '沉重的黑铁戒指', '18879', '', '2020-20')
('三团', '铁板我肉', '德鲁伊', '手指', '胡里奥指环', '19325', '', '2020-20')
('三团', '铁板我肉', '德鲁伊', '手指', '埃古雷亚指环', '17063', '', '2020-20')
('三团', '铁板我肉', '德鲁伊', '饰品', '暴君印记', '13966', '', '2020-20')
('三团', '铁板我肉', '德鲁伊', '饰品', '正义之手', '11815', '', '2020-20')
('三团', '铁板我肉', '德鲁伊', '饰品', '浓烟山脉之心', '11811', '', '2020-20')
('三团', '铁板我肉', '德鲁伊', '饰品', '暗月卡片：漩涡', '19289', '', '2020-20')
('三团', '铁板我肉', '德鲁伊', '背部', '源质丝线披风', '19386', '+3 敏捷', '2020-20')
('三团', '铁板我肉', '德鲁伊', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-20')
('三团', '铁板我肉', '德鲁伊', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-20')
('三团', '铁板我肉', '德鲁伊', '主手武器', '典狱官法杖', '943', '+15 敏捷', '2020-20')
('三团', '铁板我肉', '德鲁伊', '主手武器', '手动惩戒器', '9449', '', '2020-20')
('三团', '巡防零零贰', '法师', '头部', '灵风头冠', '16914', '+18 法术强度，+8 爆击', '2020-20')
('三团', '巡防零零贰', '法师', '头部', '奥术师头冠', '16795', '', '2020-20')
('三团', '巡防零零贰', '法师', '颈部', '启示项链', '17109', '', '2020-20')
('三团', '巡防零零贰', '法师', '颈部', '龙火护符', '16309', '', '2020-20')
('三团', '巡防零零贰', '法师', '肩部', '灵风衬肩', '16917', '', '2020-20')
('三团', '巡防零零贰', '法师', '衬衣', '绿色亚麻衬衣', '2579', '', '2020-20')
('三团', '巡防零零贰', '法师', '胸部', '大法师之袍', '14152', '+100 法力值', '2020-20')
('三团', '巡防零零贰', '法师', '胸部', '奥术师长袍', '16798', '', '2020-20')
('三团', '巡防零零贰', '法师', '腰部', '燃魔腰带', '19136', '', '2020-20')
('三团', '巡防零零贰', '法师', '腿部', '灵风短裤', '16915', '+18 法术强度，+8 爆击', '2020-20')
('三团', '巡防零零贰', '法师', '脚', '灵风长靴', '16912', '', '2020-20')
('三团', '巡防零零贰', '法师', '腕部', '赞达拉幻术师裹布', '19846', '', '2020-20')
('三团', '巡防零零贰', '法师', '手', '淡血手套', '19929', '', '2020-20')
('三团', '巡防零零贰', '法师', '手', '奥术师手套', '16801', '', '2020-20')
('三团', '巡防零零贰', '法师', '手指', '惩戒指环', '22721', '', '2020-20')
('三团', '巡防零零贰', '法师', '手指', '赞吉尔的徽记', '19893', '', '2020-20')
('三团', '巡防零零贰', '法师', '手指', '屠龙者的徽记', '18403', '', '2020-20')
('三团', '巡防零零贰', '法师', '饰品', '赞达拉英雄护符', '19950', '', '2020-20')
('三团', '巡防零零贰', '法师', '饰品', '石楠之环', '12930', '', '2020-20')
('三团', '巡防零零贰', '法师', '背部', '龙王披风', '19378', '', '2020-20')
('三团', '巡防零零贰', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('三团', '巡防零零贰', '法师', '主手武器', '碧空之歌', '17103', '+30 法术强度', '2020-20')
('三团', '巡防零零贰', '法师', '副手', '冰雪之王宝典', '19310', '', '2020-20')
('三团', '巡防零零贰', '法师', '远程', '噬骨铁针', '13938', '', '2020-20')
('三团', '甯妃菡', '德鲁伊', '头部', '怒风头巾', '16900', '+10 智力，+10 耐力，+12 法术强度', '2020-20')
('三团', '甯妃菡', '德鲁伊', '颈部', '金度的邪眼', '19885', '', '2020-20')
('三团', '甯妃菡', '德鲁伊', '肩部', '狂野肩铠', '18810', '', '2020-20')
('三团', '甯妃菡', '德鲁伊', '胸部', '塞纳里奥胸甲', '16833', '+100 法力值', '2020-20')
('三团', '甯妃菡', '德鲁伊', '腰部', '熔火犬皮腰带', '19162', '', '2020-20')
